coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 17.0832, 'lat': -22.5594}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.54, 'feels_like': 284.56, 'temp_min': 286.54, 'temp_max': 286.54, 'pressure': 1018, 'humidity': 24, 'sea_level': 1018, 'grnd_level': 839}",10000,"{'speed': 1.88, 'deg': 165, 'gust': 1.98}",{'all': 0},1725585424,"{'type': 2, 'id': 2012613, 'country': 'NA', 'sunrise': 1725598622, 'sunset': 1725640995}",7200,3352136,Windhoek,200
"{'lon': 166.916, 'lat': -0.5472}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 301.61, 'feels_like': 305.89, 'temp_min': 301.61, 'temp_max': 301.61, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 5.31, 'deg': 105, 'gust': 6.03}",{'all': 86},1725585425,"{'country': 'NR', 'sunrise': 1725562072, 'sunset': 1725605643}",43200,2110418,Yaren,200
"{'lon': 85.3167, 'lat': 27.7167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 293.27, 'feels_like': 293.95, 'temp_min': 293.27, 'temp_max': 293.27, 'pressure': 1009, 'humidity': 100, 'sea_level': 1009, 'grnd_level': 848}",3000,"{'speed': 2.57, 'deg': 90}",{'all': 75},1725585303,"{'type': 1, 'id': 9201, 'country': 'NP', 'sunrise': 1725580803, 'sunset': 1725626070}",20700,1283240,Kathmandu,200
"{'lon': 4.8897, 'lat': 52.374}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.43, 'feels_like': 294.39, 'temp_min': 293.62, 'temp_max': 295.35, 'pressure': 1010, 'humidity': 68, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 5.66, 'deg': 60}",{'all': 0},1725585241,"{'type': 2, 'id': 2012552, 'country': 'NL', 'sunrise': 1725598831, 'sunset': 1725646638}",7200,2759794,Amsterdam,200
"{'lon': 174.7756, 'lat': -41.2866}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 289.19, 'feels_like': 288.42, 'temp_min': 287.96, 'temp_max': 289.19, 'pressure': 1016, 'humidity': 60, 'sea_level': 1016, 'grnd_level': 1004}",10000,"{'speed': 9.26, 'deg': 360}",{'all': 20},1725585428,"{'type': 2, 'id': 2080525, 'country': 'NZ', 'sunrise': 1725561473, 'sunset': 1725602470}",43200,2179537,Wellington,200
"{'lon': -86.2504, 'lat': 12.1328}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.96, 'feels_like': 303.26, 'temp_min': 299.96, 'temp_max': 299.96, 'pressure': 1009, 'humidity': 89, 'sea_level': 1009, 'grnd_level': 978}",10000,"{'speed': 2.05, 'deg': 246, 'gust': 2.41}",{'all': 100},1725585429,"{'country': 'NI', 'sunrise': 1725536078, 'sunset': 1725580369}",-21600,3617763,Managua,200
"{'lon': 2.1098, 'lat': 13.5137}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.26, 'feels_like': 299.26, 'temp_min': 299.26, 'temp_max': 299.26, 'pressure': 1011, 'humidity': 82, 'sea_level': 1011, 'grnd_level': 985}",10000,"{'speed': 4.1, 'deg': 201, 'gust': 6.42}",{'all': 99},1725585317,"{'country': 'NE', 'sunrise': 1725601231, 'sunset': 1725645572}",3600,2440485,Niamey,200
"{'lon': 7.4898, 'lat': 9.0574}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 295.21, 'feels_like': 295.9, 'temp_min': 295.21, 'temp_max': 295.21, 'pressure': 1012, 'humidity': 93, 'sea_level': 1012, 'grnd_level': 958}",10000,"{'speed': 1.3, 'deg': 267, 'gust': 1.35}",{'all': 100},1725585319,"{'country': 'NG', 'sunrise': 1725600066, 'sunset': 1725644155}",3600,2352778,Abuja,200
"{'lon': 21.4333, 'lat': 42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 292.97, 'feels_like': 292.57, 'temp_min': 292.97, 'temp_max': 292.97, 'pressure': 1013, 'humidity': 60, 'sea_level': 1013, 'grnd_level': 961}",10000,"{'speed': 1.54, 'deg': 130}",{'all': 75},1725585311,"{'type': 1, 'id': 7023, 'country': 'MK', 'sunrise': 1725595524, 'sunset': 1725642006}",7200,785842,Skopje,200
"{'lon': 10.7461, 'lat': 59.9127}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.9, 'feels_like': 287.91, 'temp_min': 287.9, 'temp_max': 287.9, 'pressure': 1029, 'humidity': 95, 'sea_level': 1029, 'grnd_level': 1004}",10000,"{'speed': 1.05, 'deg': 15, 'gust': 1.03}",{'all': 8},1725585433,"{'type': 2, 'id': 2094972, 'country': 'NO', 'sunrise': 1725596688, 'sunset': 1725645970}",7200,3143244,Oslo,200
"{'lon': 58.5922, 'lat': 23.6139}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 302.73, 'feels_like': 305.38, 'temp_min': 302.73, 'temp_max': 302.73, 'pressure': 1002, 'humidity': 61, 'sea_level': 1002, 'grnd_level': 992}",10000,"{'speed': 2.35, 'deg': 96, 'gust': 2.86}",{'all': 77},1725585434,"{'country': 'OM', 'sunrise': 1725587362, 'sunset': 1725632336}",14400,287286,Muscat,200
"{'lon': 73.1338, 'lat': 33.7104}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 298.62, 'feels_like': 299.29, 'temp_min': 298.62, 'temp_max': 298.62, 'pressure': 1005, 'humidity': 79, 'sea_level': 1005, 'grnd_level': 925}",10000,"{'speed': 2.22, 'deg': 81, 'gust': 2.52}",{'all': 58},1725585386,"{'type': 2, 'id': 2007435, 'country': 'PK', 'sunrise': 1725583495, 'sunset': 1725629225}",18000,1162015,Islamabad,200
"{'lon': 134.6236, 'lat': 7.5004}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 300.06, 'feels_like': 303.53, 'temp_min': 300.06, 'temp_max': 300.06, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1010}",10000,"{'speed': 2.06, 'deg': 300}",{'1h': 3.65},{'all': 100},1725585436,"{'type': 1, 'id': 7901, 'country': 'PW', 'sunrise': 1725569600, 'sunset': 1725613612}",32400,7303944,Melekeok,200
"{'lon': -79.5197, 'lat': 8.9936}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 301.87, 'feels_like': 307.53, 'temp_min': 301.12, 'temp_max': 302.12, 'pressure': 1009, 'humidity': 82, 'sea_level': 1009, 'grnd_level': 1003}",10000,"{'speed': 4.63, 'deg': 250}",{'1h': 0.16},{'all': 20},1725585300,"{'type': 1, 'id': 7190, 'country': 'PA', 'sunrise': 1725534555, 'sunset': 1725578662}",-18000,3703443,Panama City,200
"{'lon': 147.1797, 'lat': -9.4431}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,"{'temp': 303.83, 'feels_like': 306.87, 'temp_min': 303.83, 'temp_max': 303.83, 'pressure': 1012, 'humidity': 58, 'sea_level': 1012, 'grnd_level': 1009}",10000,"{'speed': 5.14, 'deg': 160, 'gust': 7.72}",{'all': 75},1725585438,"{'type': 1, 'id': 42, 'country': 'PG', 'sunrise': 1725567048, 'sunset': 1725610139}",36000,2088122,Port Moresby,200
"{'lon': -57.6359, 'lat': -25.3007}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 289.38, 'feels_like': 288.55, 'temp_min': 286.84, 'temp_max': 289.4, 'pressure': 1019, 'humidity': 57, 'sea_level': 1019, 'grnd_level': 1009}",8000,"{'speed': 3.09, 'deg': 160}",{'all': 0},1725585440,"{'type': 2, 'id': 2091488, 'country': 'PY', 'sunrise': 1725530287, 'sunset': 1725572428}",-14400,3439389,Asunción,200
"{'lon': -77.0282, 'lat': -12.0432}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 289.21, 'feels_like': 289.01, 'temp_min': 288.29, 'temp_max': 289.21, 'pressure': 1014, 'humidity': 82, 'sea_level': 1014, 'grnd_level': 987}",10000,"{'speed': 1.54, 'deg': 280}",{'all': 100},1725585428,"{'type': 2, 'id': 2037860, 'country': 'PE', 'sunrise': 1725534544, 'sunset': 1725577478}",-18000,3936456,Lima,200
"{'lon': 120.9822, 'lat': 14.6042}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.41, 'feels_like': 306.79, 'temp_min': 300.92, 'temp_max': 301.55, 'pressure': 1008, 'humidity': 85, 'sea_level': 1008, 'grnd_level': 1011}",10000,"{'speed': 2.5, 'deg': 181, 'gust': 4.69}",{'1h': 0.92},{'all': 97},1725585442,"{'type': 2, 'id': 2008256, 'country': 'PH', 'sunrise': 1725572669, 'sunset': 1725617089}",28800,1701668,Manila,200
"{'lon': 21.0118, 'lat': 52.2298}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.76, 'feels_like': 292.32, 'temp_min': 291.88, 'temp_max': 293.68, 'pressure': 1020, 'humidity': 59, 'sea_level': 1020, 'grnd_level': 1009}",10000,"{'speed': 6.71, 'deg': 110, 'gust': 0}",{'all': 0},1725585381,"{'type': 2, 'id': 2032856, 'country': 'PL', 'sunrise': 1725594968, 'sunset': 1725642764}",7200,756135,Warsaw,200
"{'lon': -9.1333, 'lat': 38.7167}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 289.54, 'feels_like': 289.3, 'temp_min': 288.46, 'temp_max': 290.42, 'pressure': 1010, 'humidity': 79, 'sea_level': 1010, 'grnd_level': 1002}",10000,"{'speed': 8.23, 'deg': 330}",{'all': 20},1725585213,"{'type': 1, 'id': 6901, 'country': 'PT', 'sunrise': 1725603028, 'sunset': 1725649170}",3600,2267057,Lisbon,200
"{'lon': 51.5333, 'lat': 25.2867}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 306.14, 'feels_like': 313.14, 'temp_min': 303.32, 'temp_max': 306.14, 'pressure': 1001, 'humidity': 70, 'sea_level': 1001, 'grnd_level': 999}",8000,"{'speed': 2.57, 'deg': 230}",{'all': 5},1725585305,"{'type': 1, 'id': 7614, 'country': 'QA', 'sunrise': 1725588999, 'sunset': 1725634086}",10800,290030,Doha,200
"{'lon': 26.1063, 'lat': 44.4323}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.32, 'feels_like': 290, 'temp_min': 289.16, 'temp_max': 291.48, 'pressure': 1015, 'humidity': 73, 'sea_level': 1015, 'grnd_level': 1005}",10000,"{'speed': 2.06, 'deg': 50}",{'all': 0},1725585310,"{'type': 2, 'id': 2037828, 'country': 'RO', 'sunrise': 1725594268, 'sunset': 1725641019}",10800,683506,Bucharest,200
"{'lon': 37.6156, 'lat': 55.7522}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 285.9, 'feels_like': 284.93, 'temp_min': 284.39, 'temp_max': 286.85, 'pressure': 1033, 'humidity': 65, 'sea_level': 1033, 'grnd_level': 1014}",10000,"{'speed': 1.29, 'deg': 81, 'gust': 1.62}",{'all': 21},1725585412,"{'type': 2, 'id': 2094500, 'country': 'RU', 'sunrise': 1725590674, 'sunset': 1725639091}",10800,524901,Moscow,200
"{'lon': 30.0588, 'lat': -1.95}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 292.44, 'feels_like': 292.2, 'temp_min': 292.44, 'temp_max': 292.86, 'pressure': 1014, 'humidity': 68, 'sea_level': 1014, 'grnd_level': 849}",10000,"{'speed': 0, 'deg': 0}",{'all': 40},1725585448,"{'type': 2, 'id': 47683, 'country': 'RW', 'sunrise': 1725594947, 'sunset': 1725638444}",7200,202061,Kigali,200
"{'lon': -62.7261, 'lat': 17.2948}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 301.36, 'feels_like': 305.45, 'temp_min': 300.19, 'temp_max': 301.36, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1013}",10000,"{'speed': 2.57, 'deg': 20}",{'1h': 0.32},{'all': 20},1725585449,"{'type': 1, 'id': 8782, 'country': 'KN', 'sunrise': 1725530274, 'sunset': 1725574884}",-14400,3575551,Basseterre,200
"{'lon': -61.0061, 'lat': 13.9957}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 299.02, 'feels_like': 300.27, 'temp_min': 299.02, 'temp_max': 299.19, 'pressure': 1012, 'humidity': 100, 'sea_level': 1012, 'grnd_level': 1005}",10000,"{'speed': 2.43, 'deg': 64, 'gust': 2.76}",{'all': 0},1725585450,"{'type': 2, 'id': 2022312, 'country': 'LC', 'sunrise': 1725529964, 'sunset': 1725574369}",-14400,3576812,Castries,200
"{'lon': -61.2248, 'lat': 13.1587}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 301.41, 'feels_like': 304.93, 'temp_min': 301.41, 'temp_max': 301.41, 'pressure': 1012, 'humidity': 74, 'sea_level': 1012, 'grnd_level': 1004}",10000,"{'speed': 2.05, 'deg': 76, 'gust': 2.21}",{'all': 70},1725585451,"{'country': 'VC', 'sunrise': 1725530041, 'sunset': 1725574396}",-14400,3577887,Kingstown,200
"{'lon': -171.7667, 'lat': -13.8333}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 300, 'feels_like': 302.91, 'temp_min': 300, 'temp_max': 300, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 1010}",10000,"{'speed': 7.9, 'deg': 86, 'gust': 9.32}",{'1h': 0.12},{'all': 4},1725585452,"{'country': 'WS', 'sunrise': 1725643677, 'sunset': 1725686566}",46800,4035413,Apia,200
"{'lon': 12.4167, 'lat': 43.9333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.25, 'feels_like': 292.25, 'temp_min': 290.72, 'temp_max': 292.5, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 976}",10000,"{'speed': 1.54, 'deg': 250}",{'all': 0},1725585453,"{'type': 2, 'id': 2033633, 'country': 'SM', 'sunrise': 1725597584, 'sunset': 1725644272}",7200,3168068,San Marino,200
"{'lon': 6.7273, 'lat': 0.3365}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.3, 'feels_like': 299.12, 'temp_min': 298.3, 'temp_max': 298.3, 'pressure': 1013, 'humidity': 86, 'sea_level': 1013, 'grnd_level': 1012}",10000,"{'speed': 3.07, 'deg': 214, 'gust': 3.41}",{'all': 35},1725585281,"{'country': 'ST', 'sunrise': 1725600484, 'sunset': 1725644103}",0,2410763,São Tomé,200
"{'lon': 46.7219, 'lat': 24.6877}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 303.08, 'feels_like': 301.3, 'temp_min': 303.08, 'temp_max': 303.08, 'pressure': 1005, 'humidity': 19, 'sea_level': 1005, 'grnd_level': 935}",10000,"{'speed': 3.75, 'deg': 354, 'gust': 4.17}",{'all': 14},1725585416,"{'country': 'SA', 'sunrise': 1725590175, 'sunset': 1725635220}",10800,108410,Riyadh,200
"{'lon': -17.4441, 'lat': 14.6937}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.22, 'feels_like': 302.48, 'temp_min': 300.22, 'temp_max': 300.22, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 5.14, 'deg': 300}",{'all': 40},1725585456,"{'type': 1, 'id': 2419, 'country': 'SN', 'sunrise': 1725605890, 'sunset': 1725650296}",0,2253354,Dakar,200
"{'lon': 20.4651, 'lat': 44.804}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 296.07, 'feels_like': 296.04, 'temp_min': 293.84, 'temp_max': 296.11, 'pressure': 1010, 'humidity': 62, 'sea_level': 1010, 'grnd_level': 995}",10000,"{'speed': 2.57, 'deg': 240}",{'all': 0},1725585366,"{'type': 2, 'id': 2037836, 'country': 'RS', 'sunrise': 1725595602, 'sunset': 1725642393}",7200,792680,Belgrade,200
"{'lon': 55.45, 'lat': -4.6167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.74, 'feels_like': 299.52, 'temp_min': 298.74, 'temp_max': 298.74, 'pressure': 1011, 'humidity': 83, 'sea_level': 1011, 'grnd_level': 1004}",10000,"{'speed': 4.63, 'deg': 130}",{'all': 40},1725585458,"{'type': 1, 'id': 2218, 'country': 'SC', 'sunrise': 1725588925, 'sunset': 1725632281}",14400,241131,Victoria,200
"{'lon': -13.2299, 'lat': 8.484}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 297.99, 'feels_like': 298.98, 'temp_min': 297.99, 'temp_max': 297.99, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 1007}",10000,"{'speed': 7.2, 'deg': 260}",{'1h': 0.41},{'all': 75},1725585459,"{'type': 1, 'id': 2368, 'country': 'SL', 'sunrise': 1725605054, 'sunset': 1725649110}",0,2409306,Freetown,200
"{'lon': 103.8501, 'lat': 1.2897}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.12, 'feels_like': 309.11, 'temp_min': 303.07, 'temp_max': 303.12, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 4.12, 'deg': 110}",{'all': 75},1725585409,"{'type': 1, 'id': 9470, 'country': 'SG', 'sunrise': 1725577154, 'sunset': 1725620825}",28800,1880252,Singapore,200
"{'lon': 17.1067, 'lat': 48.1482}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.53, 'feels_like': 290.78, 'temp_min': 290.16, 'temp_max': 291.96, 'pressure': 1013, 'humidity': 52, 'sea_level': 1013, 'grnd_level': 991}",10000,"{'speed': 2.06, 'deg': 20}",{'all': 0},1725585461,"{'type': 1, 'id': 7046, 'country': 'SK', 'sunrise': 1725596201, 'sunset': 1725643405}",7200,3060972,Bratislava,200
"{'lon': 14.5051, 'lat': 46.0511}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 290.34, 'feels_like': 290.6, 'temp_min': 289.74, 'temp_max': 291.42, 'pressure': 1013, 'humidity': 95, 'sea_level': 1013, 'grnd_level': 963}",10000,"{'speed': 2.06, 'deg': 280}",{'1h': 1},{'all': 75},1725585462,"{'type': 2, 'id': 2003318, 'country': 'SI', 'sunrise': 1725596959, 'sunset': 1725643896}",7200,3196359,Ljubljana,200
"{'lon': 159.95, 'lat': -9.4333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.49, 'feels_like': 306.63, 'temp_min': 302.49, 'temp_max': 302.49, 'pressure': 1013, 'humidity': 70, 'sea_level': 1013, 'grnd_level': 983}",10000,"{'speed': 5.4, 'deg': 77, 'gust': 5.33}",{'all': 84},1725585463,"{'country': 'SB', 'sunrise': 1725563984, 'sunset': 1725607074}",39600,2108502,Honiara,200
"{'lon': 45.3438, 'lat': 2.0371}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.12, 'feels_like': 298.92, 'temp_min': 298.12, 'temp_max': 298.12, 'pressure': 1014, 'humidity': 86, 'sea_level': 1014, 'grnd_level': 1012}",10000,"{'speed': 7.17, 'deg': 201, 'gust': 9.53}",{'1h': 0.25},{'all': 38},1725585464,"{'country': 'SO', 'sunrise': 1725591173, 'sunset': 1725634883}",10800,53654,Mogadishu,200
"{'lon': 28.1878, 'lat': -25.7449}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.19, 'feels_like': 286.35, 'temp_min': 288.19, 'temp_max': 288.19, 'pressure': 1019, 'humidity': 23, 'sea_level': 1019, 'grnd_level': 872}",10000,"{'speed': 1.45, 'deg': 101, 'gust': 1.42}",{'all': 0},1725585465,"{'country': 'ZA', 'sunrise': 1725596055, 'sunset': 1725638234}",7200,964137,Pretoria,200
"{'lon': 31.5825, 'lat': 4.8517}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.61, 'feels_like': 294.17, 'temp_min': 293.61, 'temp_max': 293.61, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 954}",10000,"{'speed': 0.6, 'deg': 60, 'gust': 0.66}",{'all': 7},1725585466,"{'country': 'SS', 'sunrise': 1725594399, 'sunset': 1725638260}",7200,373303,Juba,200
"{'lon': -3.7026, 'lat': 40.4165}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.69, 'feels_like': 292.06, 'temp_min': 290.49, 'temp_max': 293.92, 'pressure': 1004, 'humidity': 52, 'sea_level': 1004, 'grnd_level': 932}",10000,"{'speed': 2.57, 'deg': 270}",{'all': 0},1725585467,"{'type': 2, 'id': 2007545, 'country': 'ES', 'sunrise': 1725601642, 'sunset': 1725647951}",7200,3117735,Madrid,200
"{'lon': 79.8478, 'lat': 6.9319}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 300.19, 'feels_like': 303.58, 'temp_min': 300.19, 'temp_max': 300.19, 'pressure': 1009, 'humidity': 86, 'sea_level': 1009, 'grnd_level': 1009}",10000,"{'speed': 5.96, 'deg': 239, 'gust': 8.88}",{'all': 100},1725585469,"{'country': 'LK', 'sunrise': 1725582760, 'sunset': 1725626737}",19800,1248991,Colombo,200
"{'lon': 32.5324, 'lat': 15.5518}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.28, 'feels_like': 301.88, 'temp_min': 300.28, 'temp_max': 300.28, 'pressure': 1010, 'humidity': 66, 'sea_level': 1010, 'grnd_level': 966}",10000,"{'speed': 4.71, 'deg': 203, 'gust': 7.43}",{'all': 100},1725585470,"{'country': 'SD', 'sunrise': 1725593870, 'sunset': 1725638334}",7200,379252,Khartoum,200
"{'lon': -55.1667, 'lat': 5.8667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.16, 'feels_like': 299.16, 'temp_min': 299.16, 'temp_max': 299.16, 'pressure': 1012, 'humidity': 92, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 3.35, 'deg': 77, 'gust': 5}",{'all': 16},1725585471,"{'country': 'SR', 'sunrise': 1725528800, 'sunset': 1725572730}",-10800,3383329,Distrikt Paramaribo,200
"{'lon': 18.0649, 'lat': 59.3326}","[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,"{'temp': 287.61, 'feels_like': 287.64, 'temp_min': 286.07, 'temp_max': 288.01, 'pressure': 1029, 'humidity': 97, 'sea_level': 1029, 'grnd_level': 1024}",250,"{'speed': 1.03, 'deg': 30}",{'all': 100},1725585472,"{'type': 1, 'id': 1788, 'country': 'SE', 'sunrise': 1725594997, 'sunset': 1725644149}",7200,2673730,Stockholm,200
