coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 11.5167, 'lat': 3.8667}","[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 294.89, 'feels_like': 295.57, 'temp_min': 294.89, 'temp_max': 294.89, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 931}",8000,"{'speed': 1.03, 'deg': 0}",{'1h': 1.24},{'all': 75},1725586530,"{'type': 1, 'id': 2111, 'country': 'CM', 'sunrise': 1725599241, 'sunset': 1725643048}",3600,2220957,Yaoundé,200
"{'lon': -75.6981, 'lat': 45.4112}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 290.27, 'feels_like': 290.36, 'temp_min': 289.06, 'temp_max': 290.79, 'pressure': 1021, 'humidity': 89, 'sea_level': 1021, 'grnd_level': 1010}",10000,"{'speed': 1.54, 'deg': 140}",{'all': 20},1725586412,"{'type': 1, 'id': 872, 'country': 'CA', 'sunrise': 1725532192, 'sunset': 1725579191}",-14400,6094817,Ottawa,200
"{'lon': -23.5087, 'lat': 14.9215}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.45, 'feels_like': 299.45, 'temp_min': 299.45, 'temp_max': 299.45, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 1002}",10000,"{'speed': 5.14, 'deg': 20}",{'all': 75},1725586532,"{'type': 1, 'id': 2462, 'country': 'CV', 'sunrise': 1725607339, 'sunset': 1725651758}",-3600,3374333,Praia,200
"{'lon': 18.555, 'lat': 4.3612}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 296.25, 'feels_like': 297.07, 'temp_min': 296.25, 'temp_max': 296.25, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 972}",10000,"{'speed': 1.54, 'deg': 210}",{'1h': 4.66},{'all': 75},1725586533,"{'type': 1, 'id': 2037, 'country': 'CF', 'sunrise': 1725597539, 'sunset': 1725641372}",3600,2389853,Bangui,200
"{'lon': 15.0444, 'lat': 12.1067}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 297.13, 'feels_like': 298.19, 'temp_min': 297.13, 'temp_max': 297.13, 'pressure': 1010, 'humidity': 100, 'sea_level': 1010, 'grnd_level': 976}",7000,"{'speed': 1.03, 'deg': 170}",{'all': 40},1725586534,"{'type': 1, 'id': 2228, 'country': 'TD', 'sunrise': 1725598167, 'sunset': 1725642429}",3600,2427123,N'Djamena,200
"{'lon': -70.6483, 'lat': -33.4569}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 289, 'feels_like': 288.13, 'temp_min': 287.68, 'temp_max': 290.29, 'pressure': 1017, 'humidity': 57, 'sea_level': 1017, 'grnd_level': 931}",10000,"{'speed': 3.09, 'deg': 160}",{'all': 0},1725586257,"{'type': 2, 'id': 2095708, 'country': 'CL', 'sunrise': 1725533688, 'sunset': 1725575272}",-14400,3871336,Santiago,200
"{'lon': 116.3972, 'lat': 39.9075}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.98, 'feels_like': 296.49, 'temp_min': 296.98, 'temp_max': 297.09, 'pressure': 1016, 'humidity': 41, 'sea_level': 1016, 'grnd_level': 1011}",10000,"{'speed': 1.71, 'deg': 43, 'gust': 1.23}",{'all': 23},1725586500,"{'type': 2, 'id': 2000403, 'country': 'CN', 'sunrise': 1725572824, 'sunset': 1725619134}",28800,1816670,Beijing,200
"{'lon': -74.0817, 'lat': 4.6097}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 286.88, 'feels_like': 285.93, 'temp_min': 286.88, 'temp_max': 286.88, 'pressure': 1021, 'humidity': 62, 'sea_level': 1021, 'grnd_level': 740}",10000,"{'speed': 4.63, 'deg': 140}",{'all': 20},1725586440,"{'type': 1, 'id': 8582, 'country': 'CO', 'sunrise': 1725533375, 'sunset': 1725577233}",-18000,3688689,Bogota,200
"{'lon': 43.2551, 'lat': -11.7022}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.11, 'feels_like': 298.59, 'temp_min': 298.11, 'temp_max': 298.11, 'pressure': 1017, 'humidity': 74, 'sea_level': 1017, 'grnd_level': 1015}",10000,"{'speed': 1.49, 'deg': 111, 'gust': 1.65}",{'all': 86},1725586538,"{'country': 'KM', 'sunrise': 1725592040, 'sunset': 1725635018}",10800,921772,Moroni,200
"{'lon': 15.3215, 'lat': -4.3246}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 296.36, 'feels_like': 296.77, 'temp_min': 296.33, 'temp_max': 296.36, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 979}",8000,"{'speed': 1.03, 'deg': 270}",{'all': 75},1725586500,"{'type': 1, 'id': 2024, 'country': 'CD', 'sunrise': 1725598545, 'sunset': 1725641918}",3600,2314302,Kinshasa,200
"{'lon': 15.2832, 'lat': -4.2658}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 296.35, 'feels_like': 296.76, 'temp_min': 296.32, 'temp_max': 296.35, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 979}",8000,"{'speed': 1.03, 'deg': 270}",{'all': 75},1725586540,"{'type': 1, 'id': 2024, 'country': 'CG', 'sunrise': 1725598553, 'sunset': 1725641929}",3600,2260535,Brazzaville,200
"{'lon': -84.0833, 'lat': 9.9333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 293.1, 'feels_like': 293.63, 'temp_min': 292.92, 'temp_max': 293.53, 'pressure': 1014, 'humidity': 95, 'sea_level': 1014, 'grnd_level': 848}",9000,"{'speed': 3.09, 'deg': 290}",{'all': 75},1725586464,"{'type': 2, 'id': 2007848, 'country': 'CR', 'sunrise': 1725535623, 'sunset': 1725579784}",-21600,3621849,San José,200
"{'lon': 15.9775, 'lat': 45.8131}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 291.98, 'feels_like': 292.09, 'temp_min': 290.97, 'temp_max': 291.98, 'pressure': 1011, 'humidity': 83, 'sea_level': 1011, 'grnd_level': 993}",10000,"{'speed': 3.09, 'deg': 220}",{'1h': 1.73},{'all': 20},1725586542,"{'type': 2, 'id': 2006646, 'country': 'HR', 'sunrise': 1725596620, 'sunset': 1725643528}",7200,6618983,Donji grad,200
"{'lon': -82.383, 'lat': 23.133}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 297.39, 'feels_like': 298.48, 'temp_min': 297.33, 'temp_max': 297.39, 'pressure': 1014, 'humidity': 100, 'sea_level': 1014, 'grnd_level': 1009}",9000,"{'speed': 1.54, 'deg': 0}",{'all': 40},1725586465,"{'type': 1, 'id': 7236, 'country': 'CU', 'sunrise': 1725534801, 'sunset': 1725579791}",-14400,3553478,Havana,200
"{'lon': 33.3667, 'lat': 35.1667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 296.98, 'feels_like': 297.72, 'temp_min': 296.98, 'temp_max': 296.98, 'pressure': 1007, 'humidity': 88, 'sea_level': 1007, 'grnd_level': 975}",10000,"{'speed': 1.54, 'deg': 280}",{'all': 20},1725586545,"{'type': 1, 'id': 6370, 'country': 'CY', 'sunrise': 1725592982, 'sunset': 1725638821}",10800,146268,Nicosia,200
"{'lon': 14.4208, 'lat': 50.088}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 291.98, 'feels_like': 291.46, 'temp_min': 290.91, 'temp_max': 292.68, 'pressure': 1013, 'humidity': 59, 'sea_level': 1013, 'grnd_level': 979}",10000,"{'speed': 4.12, 'deg': 70}",{'all': 0},1725586546,"{'type': 2, 'id': 2010430, 'country': 'CZ', 'sunrise': 1725596713, 'sunset': 1725644182}",7200,3067696,Prague,200
"{'lon': 12.5655, 'lat': 55.6759}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.11, 'feels_like': 292.23, 'temp_min': 292.09, 'temp_max': 292.34, 'pressure': 1022, 'humidity': 83, 'sea_level': 1022, 'grnd_level': 1020}",10000,"{'speed': 4.63, 'deg': 70}",{'all': 5},1725586519,"{'type': 2, 'id': 2035645, 'country': 'DK', 'sunrise': 1725596701, 'sunset': 1725645085}",7200,2618425,Copenhagen,200
"{'lon': 42.5, 'lat': 11.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 303.5, 'feels_like': 303.93, 'temp_min': 303.5, 'temp_max': 303.5, 'pressure': 1007, 'humidity': 45, 'sea_level': 1007, 'grnd_level': 940}",10000,"{'speed': 3.45, 'deg': 201, 'gust': 5.92}",{'all': 10},1725586548,"{'country': 'DJ', 'sunrise': 1725591595, 'sunset': 1725635825}",10800,223816,Djibouti,200
"{'lon': -61.3881, 'lat': 15.3017}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 299.16, 'feels_like': 299.16, 'temp_min': 299.16, 'temp_max': 299.16, 'pressure': 1013, 'humidity': 79, 'sea_level': 1013, 'grnd_level': 1002}",10000,"{'speed': 1.67, 'deg': 44, 'gust': 1.93}",{'1h': 0.22},{'all': 3},1725586549,"{'type': 1, 'id': 8763, 'country': 'DM', 'sunrise': 1725530015, 'sunset': 1725574501}",-14400,3575635,Roseau,200
"{'lon': -69.9886, 'lat': 18.5001}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 297.95, 'feels_like': 298.78, 'temp_min': 297.95, 'temp_max': 297.95, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1004}",10000,"{'speed': 0, 'deg': 0}",{'all': 40},1725586319,"{'type': 1, 'id': 7052, 'country': 'DO', 'sunrise': 1725531979, 'sunset': 1725576664}",-14400,3492908,Santo Domingo,200
"{'lon': 125.5736, 'lat': -8.5586}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.78, 'feels_like': 303.71, 'temp_min': 301.78, 'temp_max': 301.78, 'pressure': 1014, 'humidity': 61, 'sea_level': 1014, 'grnd_level': 971}",10000,"{'speed': 4.02, 'deg': 44, 'gust': 4.12}",{'all': 2},1725586551,"{'country': 'TL', 'sunrise': 1725572207, 'sunset': 1725615348}",32400,1645457,Dili,200
"{'lon': -78.5249, 'lat': -0.2299}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 287.68, 'feels_like': 286.89, 'temp_min': 287.68, 'temp_max': 287.68, 'pressure': 1017, 'humidity': 65, 'sea_level': 1017, 'grnd_level': 724}",10000,"{'speed': 1.8, 'deg': 95, 'gust': 2.51}",{'all': 25},1725586552,"{'type': 1, 'id': 8555, 'country': 'EC', 'sunrise': 1725534576, 'sunset': 1725578164}",-18000,3652462,Quito,200
"{'lon': 31.2497, 'lat': 30.0626}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 300.57, 'feels_like': 302.63, 'temp_min': 300.05, 'temp_max': 300.57, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 1003}",10000,"{'speed': 1.54, 'deg': 340}",{'all': 40},1725586357,"{'type': 1, 'id': 2514, 'country': 'EG', 'sunrise': 1725593696, 'sunset': 1725639123}",10800,360630,Cairo,200
"{'lon': -89.1872, 'lat': 13.6894}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 298.08, 'feels_like': 299.24, 'temp_min': 298.08, 'temp_max': 298.08, 'pressure': 1011, 'humidity': 100, 'sea_level': 1011, 'grnd_level': 942}",4288,"{'speed': 1.01, 'deg': 149, 'gust': 2.29}",{'1h': 1.33},{'all': 100},1725586295,"{'type': 2, 'id': 2016335, 'country': 'SV', 'sunrise': 1725536736, 'sunset': 1725581120}",-21600,3583361,San Salvador,200
"{'lon': 8.7833, 'lat': 3.75}","[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.07, 'feels_like': 299.23, 'temp_min': 298.07, 'temp_max': 298.07, 'pressure': 1012, 'humidity': 100, 'sea_level': 1012, 'grnd_level': 1008}",10000,"{'speed': 4.12, 'deg': 250}",{'1h': 0.39},{'all': 75},1725586555,"{'type': 1, 'id': 2049, 'country': 'GQ', 'sunrise': 1725599900, 'sunset': 1725643701}",3600,2309527,Malabo,200
"{'lon': 38.9333, 'lat': 15.3333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 288.95, 'feels_like': 288.44, 'temp_min': 288.95, 'temp_max': 288.95, 'pressure': 1015, 'humidity': 71, 'sea_level': 1015, 'grnd_level': 794}",10000,"{'speed': 2.37, 'deg': 259, 'gust': 2.08}",{'all': 59},1725586556,"{'country': 'ER', 'sunrise': 1725592340, 'sunset': 1725636792}",10800,343300,Asmara,200
"{'lon': 24.7535, 'lat': 59.437}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.34, 'feels_like': 288.06, 'temp_min': 286.45, 'temp_max': 288.34, 'pressure': 1030, 'humidity': 82, 'sea_level': 1030, 'grnd_level': 1027}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1725586539,"{'type': 1, 'id': 1330, 'country': 'EE', 'sunrise': 1725593377, 'sunset': 1725642559}",10800,588409,Tallinn,200
"{'lon': 31.1333, 'lat': -26.3167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.1, 'feels_like': 283.03, 'temp_min': 285.1, 'temp_max': 285.1, 'pressure': 1020, 'humidity': 26, 'sea_level': 1020, 'grnd_level': 884}",10000,"{'speed': 1.2, 'deg': 240, 'gust': 1.28}",{'all': 0},1725586558,"{'country': 'SZ', 'sunrise': 1725595366, 'sunset': 1725637509}",7200,934985,Mbabane,200
"{'lon': 38.7469, 'lat': 9.025}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 285.21, 'feels_like': 284.82, 'temp_min': 285.21, 'temp_max': 285.21, 'pressure': 1018, 'humidity': 90, 'sea_level': 1018, 'grnd_level': 769}",10000,"{'speed': 0.37, 'deg': 351, 'gust': 0.63}",{'all': 24},1725586559,"{'country': 'ET', 'sunrise': 1725592566, 'sunset': 1725636656}",10800,344979,Addis Ababa,200
"{'lon': 178.4415, 'lat': -18.1416}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 296.86, 'feels_like': 297.32, 'temp_min': 296.86, 'temp_max': 296.86, 'pressure': 1016, 'humidity': 78, 'sea_level': 1016, 'grnd_level': 1013}",10000,"{'speed': 5.14, 'deg': 190}",{'all': 75},1725586560,"{'type': 1, 'id': 7280, 'country': 'FJ', 'sunrise': 1725559792, 'sunset': 1725602393}",43200,2198148,Suva,200
"{'lon': 24.9355, 'lat': 60.1695}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.95, 'feels_like': 287.91, 'temp_min': 285.92, 'temp_max': 289.13, 'pressure': 1030, 'humidity': 93, 'sea_level': 1030, 'grnd_level': 1028}",10000,"{'speed': 2.68, 'deg': 46, 'gust': 3.13}",{'all': 0},1725586262,"{'type': 2, 'id': 2011913, 'country': 'FI', 'sunrise': 1725593246, 'sunset': 1725642603}",10800,658225,Helsinki,200
"{'lon': 2.3488, 'lat': 48.8534}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.05, 'feels_like': 285.88, 'temp_min': 284.92, 'temp_max': 286.58, 'pressure': 1011, 'humidity': 95, 'sea_level': 1011, 'grnd_level': 1001}",10000,"{'speed': 0.51, 'deg': 60}",{'all': 0},1725586551,"{'type': 2, 'id': 2012208, 'country': 'FR', 'sunrise': 1725599699, 'sunset': 1725646989}",7200,2988507,Paris,200
"{'lon': 9.4537, 'lat': 0.3925}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.72, 'feels_like': 298.48, 'temp_min': 297.72, 'temp_max': 297.72, 'pressure': 1012, 'humidity': 86, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 3.83, 'deg': 214, 'gust': 5.32}",{'all': 98},1725586563,"{'country': 'GA', 'sunrise': 1725599829, 'sunset': 1725643450}",3600,2399697,Libreville,200
"{'lon': -16.5833, 'lat': 13.45}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.33, 'feels_like': 299.33, 'temp_min': 299.33, 'temp_max': 299.33, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 2.06, 'deg': 260}",{'all': 40},1725586564,"{'type': 1, 'id': 2367, 'country': 'GM', 'sunrise': 1725605720, 'sunset': 1725650054}",0,2413875,City of Banjul,200
"{'lon': 44.8337, 'lat': 41.6941}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 291.99, 'feels_like': 292.23, 'temp_min': 291.99, 'temp_max': 291.99, 'pressure': 1015, 'humidity': 88, 'sea_level': 1015, 'grnd_level': 946}",10000,"{'speed': 5.66, 'deg': 320}",{'all': 75},1725586485,"{'type': 1, 'id': 8862, 'country': 'GE', 'sunrise': 1725589920, 'sunset': 1725636381}",14400,611717,Tbilisi,200
"{'lon': 13.4105, 'lat': 52.5244}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.7, 'feels_like': 294.19, 'temp_min': 293.14, 'temp_max': 296.12, 'pressure': 1015, 'humidity': 49, 'sea_level': 1015, 'grnd_level': 1010}",10000,"{'speed': 5.36, 'deg': 73, 'gust': 5.81}",{'all': 0},1725586500,"{'type': 2, 'id': 2011538, 'country': 'DE', 'sunrise': 1725596771, 'sunset': 1725644609}",7200,2950159,Berlin,200
"{'lon': -0.1969, 'lat': 5.556}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.38, 'feels_like': 298.03, 'temp_min': 297.38, 'temp_max': 297.38, 'pressure': 1013, 'humidity': 83, 'sea_level': 1013, 'grnd_level': 1010}",10000,"{'speed': 4.63, 'deg': 250}",{'all': 20},1725586288,"{'type': 1, 'id': 1126, 'country': 'GH', 'sunrise': 1725602006, 'sunset': 1725645904}",0,2306104,Accra,200
"{'lon': 23.7162, 'lat': 37.9795}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.36, 'feels_like': 299.36, 'temp_min': 296.93, 'temp_max': 300.74, 'pressure': 1011, 'humidity': 54, 'sea_level': 1011, 'grnd_level': 987}",10000,"{'speed': 1.03, 'deg': 0}",{'all': 12},1725586503,"{'type': 2, 'id': 2081401, 'country': 'GR', 'sunrise': 1725595174, 'sunset': 1725641260}",10800,264371,Athens,200
"{'lon': -61.7485, 'lat': 12.0564}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 300.97, 'feels_like': 304.52, 'temp_min': 300.97, 'temp_max': 300.97, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 1007}",10000,"{'speed': 0, 'deg': 0}",{'all': 20},1725586569,"{'type': 1, 'id': 8781, 'country': 'GD', 'sunrise': 1725530200, 'sunset': 1725574489}",-14400,3579925,St. George's,200
"{'lon': -90.5133, 'lat': 14.6407}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 293.23, 'feels_like': 293.64, 'temp_min': 292.32, 'temp_max': 294.34, 'pressure': 1013, 'humidity': 90, 'sea_level': 1013, 'grnd_level': 848}",5000,"{'speed': 0.89, 'deg': 24, 'gust': 2.24}",{'all': 75},1725586521,"{'type': 1, 'id': 7079, 'country': 'GT', 'sunrise': 1725537026, 'sunset': 1725581467}",-21600,3598132,Guatemala City,200
"{'lon': -13.6773, 'lat': 9.538}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 300.19, 'feels_like': 304.44, 'temp_min': 300.19, 'temp_max': 300.19, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 1010}",8000,"{'speed': 6.17, 'deg': 280}",{'1h': 1.09},{'all': 100},1725586571,"{'type': 1, 'id': 2451, 'country': 'GN', 'sunrise': 1725605132, 'sunset': 1725649247}",0,2422465,Conakry,200
"{'lon': -15.5977, 'lat': 11.8636}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.84, 'feels_like': 299.66, 'temp_min': 298.84, 'temp_max': 298.84, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1007}",10000,"{'speed': 4.82, 'deg': 290, 'gust': 8.99}",{'all': 100},1725586572,"{'country': 'GW', 'sunrise': 1725605528, 'sunset': 1725649772}",0,2374775,Bissau,200
"{'lon': -58.1553, 'lat': 6.8045}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.75, 'feels_like': 299.75, 'temp_min': 299.75, 'temp_max': 299.75, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 2.61, 'deg': 80, 'gust': 3.72}",{'all': 76},1725586574,"{'country': 'GY', 'sunrise': 1725529491, 'sunset': 1725573474}",-14400,3378644,Georgetown,200
"{'lon': -72.335, 'lat': 18.5392}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.07, 'feels_like': 302.8, 'temp_min': 300.07, 'temp_max': 300.07, 'pressure': 1014, 'humidity': 81, 'sea_level': 1014, 'grnd_level': 957}",10000,"{'speed': 1.39, 'deg': 102, 'gust': 0.86}",{'all': 100},1725586445,"{'country': 'HT', 'sunrise': 1725532541, 'sunset': 1725577228}",-14400,3718426,Port-au-Prince,200
"{'lon': -87.2068, 'lat': 14.0818}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 293.96, 'feels_like': 294.39, 'temp_min': 293.96, 'temp_max': 294.57, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 865}",8000,"{'speed': 2.57, 'deg': 90}",{'all': 100},1725586496,"{'type': 2, 'id': 2000378, 'country': 'HN', 'sunrise': 1725536249, 'sunset': 1725580657}",-21600,3600949,Tegucigalpa,200
"{'lon': 19.0399, 'lat': 47.498}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.08, 'feels_like': 293.38, 'temp_min': 293.19, 'temp_max': 295.29, 'pressure': 1012, 'humidity': 44, 'sea_level': 1012, 'grnd_level': 991}",10000,"{'speed': 3.13, 'deg': 53, 'gust': 4.47}",{'all': 0},1725586359,"{'type': 2, 'id': 2009661, 'country': 'HU', 'sunrise': 1725595779, 'sunset': 1725642899}",7200,3054643,Budapest,200
"{'lon': -21.8954, 'lat': 64.1355}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 282.96, 'feels_like': 280.65, 'temp_min': 281.92, 'temp_max': 282.96, 'pressure': 1016, 'humidity': 80, 'sea_level': 1016, 'grnd_level': 1003}",10000,"{'speed': 4.63, 'deg': 190}",{'all': 75},1725586578,"{'type': 1, 'id': 91, 'country': 'IS', 'sunrise': 1725603951, 'sunset': 1725654372}",0,3413829,Reykjavik,200
"{'lon': 77.2311, 'lat': 28.6128}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 299.24, 'feels_like': 299.24, 'temp_min': 299.24, 'temp_max': 299.24, 'pressure': 1004, 'humidity': 100, 'sea_level': 1004, 'grnd_level': 978}",2500,"{'speed': 1.03, 'deg': 0}",{'all': 75},1725586372,"{'type': 1, 'id': 9165, 'country': 'IN', 'sunrise': 1725582711, 'sunset': 1725628042}",19800,1261481,New Delhi,200
"{'lon': 106.8451, 'lat': -6.2146}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 304.2, 'feels_like': 307.85, 'temp_min': 303.09, 'temp_max': 304.87, 'pressure': 1012, 'humidity': 59, 'sea_level': 1012, 'grnd_level': 1009}",10000,"{'speed': 1.09, 'deg': 46, 'gust': 1.16}",{'all': 90},1725586322,"{'type': 2, 'id': 2033644, 'country': 'ID', 'sunrise': 1725576637, 'sunset': 1725619905}",25200,1642911,Jakarta,200
"{'lon': 51.4215, 'lat': 35.6944}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 294.14, 'feels_like': 293.13, 'temp_min': 294.14, 'temp_max': 294.14, 'pressure': 1007, 'humidity': 32, 'sea_level': 1007, 'grnd_level': 859}",10000,"{'speed': 2.06, 'deg': 290}",{'all': 20},1725586571,"{'type': 1, 'id': 7464, 'country': 'IR', 'sunrise': 1725588624, 'sunset': 1725634515}",12600,112931,Tehran,200
"{'lon': 44.4009, 'lat': 33.3406}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 302.1, 'feels_like': 300.98, 'temp_min': 302.1, 'temp_max': 302.1, 'pressure': 1003, 'humidity': 30, 'sea_level': 1003, 'grnd_level': 999}",10000,"{'speed': 2.57, 'deg': 10}",{'all': 0},1725586582,"{'type': 1, 'id': 7597, 'country': 'IQ', 'sunrise': 1725590410, 'sunset': 1725636099}",10800,98182,Baghdad,200
"{'lon': -6.2672, 'lat': 53.344}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 289.11, 'feels_like': 289.11, 'temp_min': 288.48, 'temp_max': 289.96, 'pressure': 1016, 'humidity': 90, 'sea_level': 1016, 'grnd_level': 1001}",10000,"{'speed': 6.69, 'deg': 60, 'gust': 12.86}",{'all': 75},1725586583,"{'type': 2, 'id': 2091862, 'country': 'IE', 'sunrise': 1725601433, 'sunset': 1725649390}",3600,2964574,Dublin,200
"{'lon': 35.2163, 'lat': 31.769}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 292.99, 'feels_like': 293.46, 'temp_min': 292.96, 'temp_max': 292.99, 'pressure': 1009, 'humidity': 93, 'sea_level': 1009, 'grnd_level': 939}",10000,"{'speed': 0.45, 'deg': 310, 'gust': 2.24}",{'all': 1},1725586375,"{'type': 2, 'id': 2004982, 'country': 'IL', 'sunrise': 1725592678, 'sunset': 1725638238}",10800,281184,Jerusalem,200
